feature,importance
skin_temperature,0.1546840601653943
body_temperature,0.14744452767782812
total_sleep,0.14594920878118212
walk,0.13288803638222577
deep_sleep,0.11681471871744621
rem_sleep,0.11661203929901802
heart_beat,0.11036321138887695
stick_sensor,0.09814193897736874
hrv,0.08930423636766614
oxygen_saturation,0.07911716226465453
