level,level_name,n_samples,percentage,target_mean,target_std,target_min,target_max,rem_sleep_mean,body_temperature_mean,hrv_mean,total_sleep_mean,skin_temperature_mean,stick_sensor_mean,deep_sleep_mean,light_sleep_mean,blood_sugar_mean,walk_mean
0,낮은 활동,10455,71.20964446260727,2.953419416547107,1.1416893986451022,1.0,6.0,115.25750613362925,34.9321027340558,26.16707236228868,380.1838370156229,27.75868149637877,10.309993705235321,71.77931064753508,181.05529272058587,45.461710225822095,4328.149445953466
1,중간 활동,1074,7.315079689415612,2.978584729981378,1.173848089479956,1.0,6.0,38.62461681251972,35.36908985139868,22.810367967473844,115.90223463687151,28.996586554793375,11.305815839631942,16.974196842596847,59.576350093109866,56.058109466425876,5143.074485567728
2,높은 활동,3153,21.475275847977116,2.962258166825246,1.1200906306599465,1.0,6.0,144.44213293873116,36.15462602763161,22.767942633765767,479.1075828105625,31.66781899529724,12.805158232122533,92.47424975239544,226.1852481672793,75.85673525118301,6032.08410284439
