level,level_name,n_samples,percentage,target_mean,target_std,target_min,target_max,rem_sleep_mean,body_temperature_mean,hrv_mean,total_sleep_mean,skin_temperature_mean,stick_sensor_mean,deep_sleep_mean,light_sleep_mean,blood_sugar_mean,walk_mean
0,낮은 활동,10146,68.5633193674821,2.4699388921742558,1.1501957903107671,1.0,6.0,115.27584189196442,34.8806203772644,26.261795436297465,380.27340971076006,27.59354452290394,10.276397569919764,71.87320756490129,181.11638976416953,44.545586049590554,4260.869810964007
1,중간 활동,1085,7.332071901608325,2.4949308755760367,1.2062346187825606,1.0,6.0,38.74711962073187,35.37360786759139,22.812415192527194,116.50414746543778,29.00952373315858,11.325870780493549,17.075570678383883,59.83870967741935,56.22778669833692,5173.204574017962
2,높은 활동,3567,24.104608730909582,2.4987384356602185,1.1240680470817266,1.0,6.0,140.78006544528074,36.15469865059274,22.780590173630873,466.8097768098113,31.6624169508755,12.570689559369693,89.75481806742687,220.53941917828854,74.79584557183802,6027.786003999565
