level,level_name,n_samples,percentage,target_mean,target_std,target_min,target_max,rem_sleep_mean,walk_mean,body_temperature_mean,oxygen_saturation_mean,stick_sensor_mean,hrv_mean,skin_temperature_mean,light_sleep_mean,blood_sugar_mean,heart_beat_mean
0,낮은 활동,42947,17.065620802835593,-inf,,-inf,6.0,108.70659605224691,4061.1156170046843,33.776027078211044,97.32561655234629,9.328855968991904,26.189924541407848,24.242616503192963,167.58079654859398,36.34148139647559,82.47377847738771
1,중간 활동,206046,81.87540233173593,-inf,,-inf,6.0,117.42630927209771,5190.415649315736,35.515104240132096,97.33467654737919,10.310904258990384,27.322829336026526,29.524840082611558,181.69752026158687,56.11597058788927,77.49969628207046
2,높은 활동,2665,1.0589768654284784,-inf,,-inf,5.0,115.9223090646504,7502.882874802166,35.65078728528253,93.26966738257505,9.731535121410063,185.66838487906497,28.612204789593076,179.26262878551364,52.72161061111357,74.85061101679261
