level,level_name,n_samples,percentage,target_mean,target_std,target_min,target_max,stick_sensor_mean,heart_beat_mean,total_sleep_mean,rem_sleep_mean,body_temperature_mean,walk_mean,skin_temperature_mean,oxygen_saturation_mean,deep_sleep_mean,hrv_mean
0,낮은 활동,3891,30.505684045472364,3.9789257260344386,2.015127360760623,1.0,10.0,10.039330839593017,82.71058693298026,324.43765555881254,99.17278543628939,34.13678641787707,4047.3859270741405,25.26100041815587,97.43279969232164,60.182080928863016,23.190146011877168
1,중간 활동,8747,68.57702861622893,3.8963073053618382,2.0086410269081534,1.0,10.0,11.365804913881552,76.8848197074901,408.0019166093368,122.90028571957528,35.764663733633384,5008.84580433014,30.300327915518757,97.44336398784007,77.72410116362808,23.70880413554901
2,높은 활동,117,0.9172873382987063,3.452991452991453,1.6426205225068877,1.0,7.0,9.676892238629302,75.22235191445951,382.2740688685875,115.59503935129979,35.605314023107596,8262.6085331837,28.74881475740522,94.12310922715402,72.32324653999535,194.2247863247863
