feature,importance
skin_temperature,0.15171258115236433
body_temperature,0.14589020493020108
total_sleep,0.14510942639351
blood_sugar,0.14444940279463636
light_sleep,0.13955662812525382
walk,0.13508892720456014
deep_sleep,0.11589267755642532
rem_sleep,0.11476046216375554
stick_sensor,0.10100004627042947
hrv,0.08855745732830414
