level,level_name,n_samples,percentage,target_mean,target_std,target_min,target_max,skin_temperature_mean,deep_sleep_mean,total_sleep_mean,oxygen_saturation_mean,rem_sleep_mean,walk_mean,body_temperature_mean,stick_sensor_mean,blood_sugar_mean,hrv_mean
0,낮은 활동,10284,70.03064351378958,2.4650914041229095,1.1095961951261657,1.0,6.0,27.48755928409222,66.34919773011683,353.9895935198297,97.40574926621039,107.4682961309376,4143.498735961283,34.84349241049842,10.322615524130715,44.44018960966098,23.918893597836167
1,중간 활동,4261,29.01600272386789,2.469373386528984,1.0658212495075738,1.0,6.0,31.565567189073786,86.2569415065002,448.9133645648168,97.4646103843498,136.20180256971935,6075.998095774643,36.13130039445809,12.369535020737887,72.60676865051873,22.92888128494001
2,높은 활동,140,0.9533537623425264,2.164285714285714,0.8864342463915443,1.0,4.0,28.68222354556533,72.18122909698997,381.7977879799665,93.48723171531637,115.88586030664395,7895.178473081107,35.63324562793568,9.631045095767893,52.691670757347126,188.18428571428572
