level,level_name,n_samples,percentage,target_mean,target_std,target_min,target_max,total_sleep_mean,walk_mean,stick_sensor_mean,oxygen_saturation_mean,heart_beat_mean,hrv_mean,rem_sleep_mean,light_sleep_mean,skin_temperature_mean,blood_sugar_mean
0,낮은 활동,10585,71.52993647790242,2.469910250354275,1.1484102198859498,1.0,6.0,379.80086541783277,4400.635591491451,10.289426998271733,97.35242895148878,80.42827398720915,25.953961639793977,114.56323529529301,181.17893938432545,27.78330376942282,45.69804407755769
1,중간 활동,1094,7.392890931206921,2.4908592321755028,1.2028513669985799,1.0,6.0,118.04387568555758,5248.325076687567,11.302166176266455,97.45885199804805,79.05993924098397,22.803427328928628,38.18618533796094,60.493601462522854,29.06836196514852,56.61929924319077
2,높은 활동,3119,21.07717259089066,2.5043283103558833,1.1274878510799877,1.0,6.0,481.06422839314166,5778.271680437172,12.861299976265261,97.47658974431904,72.38495999132377,23.338370847976986,147.2793452091298,226.10994721806165,31.578140062334185,75.05871620666518
