level,level_name,n_samples,percentage,target_mean,target_std,target_min,target_max,total_sleep_mean,walk_mean,stick_sensor_mean,oxygen_saturation_mean,heart_beat_mean,hrv_mean,rem_sleep_mean,light_sleep_mean,skin_temperature_mean,blood_sugar_mean
0,낮은 활동,10552,71.85563500170242,2.4598180439727066,1.1004416122975595,1.0,6.0,379.71101620039576,4392.229523798377,10.295220998685139,97.35168906397475,80.37651864814302,25.98802035557868,114.62559153790815,181.08448297152438,27.806869600475306,45.80839156007915
1,중간 활동,1086,7.395301327885598,2.427255985267035,1.1333865987991105,1.0,6.0,117.83977900552486,5238.447487687152,11.278883543107222,97.45846973263363,79.0686771587356,22.799202246617504,38.141989891479284,60.408839779005525,29.06337350702746,56.53370569234881
2,높은 활동,3047,20.749063670411985,2.489005579258287,1.0638483776454681,1.0,6.0,483.1033388707687,5766.699693536014,12.90734282277384,97.47644293037897,72.34924174528749,23.315438294513847,147.95944065405746,226.97783322822798,31.57779491755158,75.15964323852853
