Cluster,N,PHQ9_Score_Mean,PHQ9_Score_SD,GAD7_Score_Mean,GAD7_Score_SD,ISI_Score_Mean,ISI_Score_SD,Loneliness_Score_Mean,Loneliness_Score_SD,WHOQOL_Score_Mean,WHOQOL_Score_SD
0,1604,2.3160847880299253,2.174649068923237,1.655860349127182,1.8764114941212244,6.606608478802992,4.592351037728626,3.0236907730673317,1.6849670635889487,68.51122194513715,14.650871431077011
1,1255,9.567330677290837,4.783349356549381,7.806374501992032,3.9470123766897003,14.746613545816732,5.409942933333181,5.150597609561753,1.0492410303961095,47.35059760956175,11.988356161475194
